sample_id,split,landslide_px,asc_pre_bad_pct,asc_pre_c0,asc_pre_c1,asc_pre_c2,asc_pre_c3,desc_pre_bad_pct,desc_pre_c0,desc_pre_c1,desc_pre_c2,desc_pre_c3,asc_post_bad_pct,asc_post_c0,asc_post_c1,asc_post_c2,asc_post_c3,desc_post_bad_pct,desc_post_c0,desc_post_c1,desc_post_c2,desc_post_c3,asc_pre_src,desc_pre_src,asc_post_src,desc_post_src,opt_pre_src,opt_post_src,ann_src
426,train,436,3.302,15843,541,0,0,0.006,16383,0,1,0,3.302,15843,541,0,0,0.006,16383,0,1,0,Pre_event/S1_ASC_20210805/426.tif,Pre_event/S1_DESC_20210803/426.tif,Post_event/S1_ASC_20210817/426.tif,Post_event/S1_DESC_20210815/426.tif,Pre_event/S2_20210804/426.tif,Post_event/S2_20210814/426.tif,Annotations/426.tif
427,train,109,9.668,14800,1358,226,0,10.4,14680,1496,16,192,9.668,14800,1358,226,0,10.4,14680,1496,16,192,Pre_event/S1_ASC_20210805/427.tif,Pre_event/S1_DESC_20210803/427.tif,Post_event/S1_ASC_20210817/427.tif,Post_event/S1_DESC_20210815/427.tif,Pre_event/S2_20210804/427.tif,Post_event/S2_20210814/427.tif,Annotations/427.tif
428,train,534,24.847,12313,3845,226,0,13.586,14158,1813,221,192,24.847,12313,3845,226,0,13.586,14158,1813,221,192,Pre_event/S1_ASC_20210805/428.tif,Pre_event/S1_DESC_20210803/428.tif,Post_event/S1_ASC_20210817/428.tif,Post_event/S1_DESC_20210815/428.tif,Pre_event/S2_20210804/428.tif,Post_event/S2_20210814/428.tif,Annotations/428.tif
429,test,455,19.44,13199,3185,0,0,3.265,15849,330,205,0,19.44,13199,3185,0,0,3.265,15849,330,205,0,Pre_event/S1_ASC_20210805/429.tif,Pre_event/S1_DESC_20210803/429.tif,Post_event/S1_ASC_20210817/429.tif,Post_event/S1_DESC_20210815/429.tif,Pre_event/S2_20210804/429.tif,Post_event/S2_20210814/429.tif,Annotations/429.tif
430,train,140,2.466,15980,404,0,0,5.194,15533,851,0,0,2.466,15980,404,0,0,5.194,15533,851,0,0,Pre_event/S1_ASC_20210805/430.tif,Pre_event/S1_DESC_20210803/430.tif,Post_event/S1_ASC_20210817/430.tif,Post_event/S1_DESC_20210815/430.tif,Pre_event/S2_20210804/430.tif,Post_event/S2_20210814/430.tif,Annotations/430.tif
431,train,289,0.36,16325,59,0,0,5.377,15503,874,7,0,0.36,16325,59,0,0,5.377,15503,874,7,0,Pre_event/S1_ASC_20210805/431.tif,Pre_event/S1_DESC_20210803/431.tif,Post_event/S1_ASC_20210817/431.tif,Post_event/S1_DESC_20210815/431.tif,Pre_event/S2_20210804/431.tif,Post_event/S2_20210814/431.tif,Annotations/431.tif
432,test,499,0.256,16342,42,0,0,16.772,13636,2741,7,0,0.256,16342,42,0,0,16.772,13636,2741,7,0,Pre_event/S1_ASC_20210805/432.tif,Pre_event/S1_DESC_20210803/432.tif,Post_event/S1_ASC_20210817/432.tif,Post_event/S1_DESC_20210815/432.tif,Pre_event/S2_20210804/432.tif,Post_event/S2_20210814/432.tif,Annotations/432.tif
433,test,732,0.0,16384,0,0,0,24.146,12428,3956,0,0,0.0,16384,0,0,0,24.146,12428,3956,0,0,Pre_event/S1_ASC_20210805/433.tif,Pre_event/S1_DESC_20210803/433.tif,Post_event/S1_ASC_20210817/433.tif,Post_event/S1_DESC_20210815/433.tif,Pre_event/S2_20210804/433.tif,Post_event/S2_20210814/433.tif,Annotations/433.tif
434,train,668,6.439,15329,1055,0,0,17.34,13543,2841,0,0,6.439,15329,1055,0,0,17.34,13543,2841,0,0,Pre_event/S1_ASC_20210805/434.tif,Pre_event/S1_DESC_20210803/434.tif,Post_event/S1_ASC_20210817/434.tif,Post_event/S1_DESC_20210815/434.tif,Pre_event/S2_20210804/434.tif,Post_event/S2_20210814/434.tif,Annotations/434.tif
435,train,1989,18.286,13388,2996,0,0,12.885,14273,2082,29,0,18.286,13388,2996,0,0,12.885,14273,2082,29,0,Pre_event/S1_ASC_20210805/435.tif,Pre_event/S1_DESC_20210803/435.tif,Post_event/S1_ASC_20210817/435.tif,Post_event/S1_DESC_20210815/435.tif,Pre_event/S2_20210804/435.tif,Post_event/S2_20210814/435.tif,Annotations/435.tif
436,train,3260,23.639,12511,3868,5,0,17.01,13597,2153,634,0,23.639,12511,3868,5,0,17.01,13597,2153,634,0,Pre_event/S1_ASC_20210805/436.tif,Pre_event/S1_DESC_20210803/436.tif,Post_event/S1_ASC_20210817/436.tif,Post_event/S1_DESC_20210815/436.tif,Pre_event/S2_20210804/436.tif,Post_event/S2_20210814/436.tif,Annotations/436.tif
437,train,3861,29.81,11500,4871,11,2,19.958,13114,2568,702,0,29.81,11500,4871,11,2,19.958,13114,2568,702,0,Pre_event/S1_ASC_20210805/437.tif,Pre_event/S1_DESC_20210803/437.tif,Post_event/S1_ASC_20210817/437.tif,Post_event/S1_DESC_20210815/437.tif,Pre_event/S2_20210804/437.tif,Post_event/S2_20210814/437.tif,Annotations/437.tif
438,train,3503,28.961,11639,4737,6,2,13.782,14126,2106,152,0,28.961,11639,4737,6,2,13.782,14126,2106,152,0,Pre_event/S1_ASC_20210805/438.tif,Pre_event/S1_DESC_20210803/438.tif,Post_event/S1_ASC_20210817/438.tif,Post_event/S1_DESC_20210815/438.tif,Pre_event/S2_20210804/438.tif,Post_event/S2_20210814/438.tif,Annotations/438.tif
439,test,1729,24.548,12362,4014,8,0,3.528,15806,504,74,0,24.548,12362,4014,8,0,3.528,15806,504,74,0,Pre_event/S1_ASC_20210805/439.tif,Pre_event/S1_DESC_20210803/439.tif,Post_event/S1_ASC_20210817/439.tif,Post_event/S1_DESC_20210815/439.tif,Pre_event/S2_20210804/439.tif,Post_event/S2_20210814/439.tif,Annotations/439.tif
440,train,899,43.756,9215,7149,14,6,6.006,15400,761,164,59,43.756,9215,7149,14,6,6.006,15400,761,164,59,Pre_event/S1_ASC_20210805/440.tif,Pre_event/S1_DESC_20210803/440.tif,Post_event/S1_ASC_20210817/440.tif,Post_event/S1_DESC_20210815/440.tif,Pre_event/S2_20210804/440.tif,Post_event/S2_20210814/440.tif,Annotations/440.tif
441,train,423,36.786,10357,6015,6,6,11.487,14502,1640,183,59,36.786,10357,6015,6,6,11.487,14502,1640,183,59,Pre_event/S1_ASC_20210805/441.tif,Pre_event/S1_DESC_20210803/441.tif,Post_event/S1_ASC_20210817/441.tif,Post_event/S1_DESC_20210815/441.tif,Pre_event/S2_20210804/441.tif,Post_event/S2_20210814/441.tif,Annotations/441.tif
442,val,1094,7.635,15133,1251,0,0,2.124,16036,348,0,0,7.635,15133,1251,0,0,2.124,16036,348,0,0,Pre_event/S1_ASC_20210805/442.tif,Pre_event/S1_DESC_20210803/442.tif,Post_event/S1_ASC_20210817/442.tif,Post_event/S1_DESC_20210815/442.tif,Pre_event/S2_20210804/442.tif,Post_event/S2_20210814/442.tif,Annotations/442.tif
443,val,2881,10.248,14705,1679,0,0,5.237,15526,858,0,0,10.248,14705,1679,0,0,5.237,15526,858,0,0,Pre_event/S1_ASC_20210805/443.tif,Pre_event/S1_DESC_20210803/443.tif,Post_event/S1_ASC_20210817/443.tif,Post_event/S1_DESC_20210815/443.tif,Pre_event/S2_20210804/443.tif,Post_event/S2_20210814/443.tif,Annotations/443.tif
444,train,2311,6.055,15392,983,9,0,6.891,15255,1129,0,0,6.055,15392,983,9,0,6.891,15255,1129,0,0,Pre_event/S1_ASC_20210805/444.tif,Pre_event/S1_DESC_20210803/444.tif,Post_event/S1_ASC_20210817/444.tif,Post_event/S1_DESC_20210815/444.tif,Pre_event/S2_20210804/444.tif,Post_event/S2_20210814/444.tif,Annotations/444.tif
445,val,631,2.887,15911,464,9,0,5.664,15456,928,0,0,2.887,15911,464,9,0,5.664,15456,928,0,0,Pre_event/S1_ASC_20210805/445.tif,Pre_event/S1_DESC_20210803/445.tif,Post_event/S1_ASC_20210817/445.tif,Post_event/S1_DESC_20210815/445.tif,Pre_event/S2_20210804/445.tif,Post_event/S2_20210814/445.tif,Annotations/445.tif
446,val,583,5.56,15473,911,0,0,2.002,16056,309,19,0,5.56,15473,911,0,0,2.002,16056,309,19,0,Pre_event/S1_ASC_20210805/446.tif,Pre_event/S1_DESC_20210803/446.tif,Post_event/S1_ASC_20210817/446.tif,Post_event/S1_DESC_20210815/446.tif,Pre_event/S2_20210804/446.tif,Post_event/S2_20210814/446.tif,Annotations/446.tif
447,train,1136,8.966,14915,1469,0,0,0.812,16251,68,65,0,8.966,14915,1469,0,0,0.812,16251,68,65,0,Pre_event/S1_ASC_20210805/447.tif,Pre_event/S1_DESC_20210803/447.tif,Post_event/S1_ASC_20210817/447.tif,Post_event/S1_DESC_20210815/447.tif,Pre_event/S2_20210804/447.tif,Post_event/S2_20210814/447.tif,Annotations/447.tif
448,train,1134,5.884,15420,964,0,0,0.696,16270,68,46,0,5.884,15420,964,0,0,0.696,16270,68,46,0,Pre_event/S1_ASC_20210805/448.tif,Pre_event/S1_DESC_20210803/448.tif,Post_event/S1_ASC_20210817/448.tif,Post_event/S1_DESC_20210815/448.tif,Pre_event/S2_20210804/448.tif,Post_event/S2_20210814/448.tif,Annotations/448.tif
449,train,561,0.684,16272,112,0,0,0.0,16384,0,0,0,0.684,16272,112,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/449.tif,Pre_event/S1_DESC_20210803/449.tif,Post_event/S1_ASC_20210817/449.tif,Post_event/S1_DESC_20210815/449.tif,Pre_event/S2_20210804/449.tif,Post_event/S2_20210814/449.tif,Annotations/449.tif
450,test,150,9.283,14863,1521,0,0,1.642,16115,269,0,0,9.283,14863,1521,0,0,1.642,16115,269,0,0,Pre_event/S1_ASC_20210805/450.tif,Pre_event/S1_DESC_20210803/450.tif,Post_event/S1_ASC_20210817/450.tif,Post_event/S1_DESC_20210815/450.tif,Pre_event/S2_20210804/450.tif,Post_event/S2_20210814/450.tif,Annotations/450.tif
451,val,532,16.333,13708,2676,0,0,3.369,15832,552,0,0,16.333,13708,2676,0,0,3.369,15832,552,0,0,Pre_event/S1_ASC_20210805/451.tif,Pre_event/S1_DESC_20210803/451.tif,Post_event/S1_ASC_20210817/451.tif,Post_event/S1_DESC_20210815/451.tif,Pre_event/S2_20210804/451.tif,Post_event/S2_20210814/451.tif,Annotations/451.tif
452,train,423,10.4,14680,1704,0,0,2.325,16003,381,0,0,10.4,14680,1704,0,0,2.325,16003,381,0,0,Pre_event/S1_ASC_20210805/452.tif,Pre_event/S1_DESC_20210803/452.tif,Post_event/S1_ASC_20210817/452.tif,Post_event/S1_DESC_20210815/452.tif,Pre_event/S2_20210804/452.tif,Post_event/S2_20210814/452.tif,Annotations/452.tif
453,test,404,17.95,13443,2622,319,0,17.548,13509,2450,233,192,17.95,13443,2622,319,0,17.548,13509,2450,233,192,Pre_event/S1_ASC_20210805/453.tif,Pre_event/S1_DESC_20210803/453.tif,Post_event/S1_ASC_20210817/453.tif,Post_event/S1_DESC_20210815/453.tif,Pre_event/S2_20210804/453.tif,Post_event/S2_20210814/453.tif,Annotations/453.tif
454,train,365,7.355,15179,1120,85,0,4.242,15689,482,213,0,7.355,15179,1120,85,0,4.242,15689,482,213,0,Pre_event/S1_ASC_20210805/454.tif,Pre_event/S1_DESC_20210803/454.tif,Post_event/S1_ASC_20210817/454.tif,Post_event/S1_DESC_20210815/454.tif,Pre_event/S2_20210804/454.tif,Post_event/S2_20210814/454.tif,Annotations/454.tif
455,val,139,2.014,16054,330,0,0,7.983,15076,1239,69,0,2.014,16054,330,0,0,7.983,15076,1239,69,0,Pre_event/S1_ASC_20210805/455.tif,Pre_event/S1_DESC_20210803/455.tif,Post_event/S1_ASC_20210817/455.tif,Post_event/S1_DESC_20210815/455.tif,Pre_event/S2_20210804/455.tif,Post_event/S2_20210814/455.tif,Annotations/455.tif
456,train,249,2.124,16036,330,18,0,24.622,12350,3965,69,0,2.124,16036,330,18,0,24.622,12350,3965,69,0,Pre_event/S1_ASC_20210805/456.tif,Pre_event/S1_DESC_20210803/456.tif,Post_event/S1_ASC_20210817/456.tif,Post_event/S1_DESC_20210815/456.tif,Pre_event/S2_20210804/456.tif,Post_event/S2_20210814/456.tif,Annotations/456.tif
457,val,110,0.702,16269,73,42,0,25.958,12131,4253,0,0,0.702,16269,73,42,0,25.958,12131,4253,0,0,Pre_event/S1_ASC_20210805/457.tif,Pre_event/S1_DESC_20210803/457.tif,Post_event/S1_ASC_20210817/457.tif,Post_event/S1_DESC_20210815/457.tif,Pre_event/S2_20210804/457.tif,Post_event/S2_20210814/457.tif,Annotations/457.tif
458,train,115,0.922,16233,151,0,0,3.931,15740,637,7,0,0.922,16233,151,0,0,3.931,15740,637,7,0,Pre_event/S1_ASC_20210805/458.tif,Pre_event/S1_DESC_20210803/458.tif,Post_event/S1_ASC_20210817/458.tif,Post_event/S1_DESC_20210815/458.tif,Pre_event/S2_20210804/458.tif,Post_event/S2_20210814/458.tif,Annotations/458.tif
459,val,489,0.281,16338,46,0,0,15.472,13849,2528,7,0,0.281,16338,46,0,0,15.472,13849,2528,7,0,Pre_event/S1_ASC_20210805/459.tif,Pre_event/S1_DESC_20210803/459.tif,Post_event/S1_ASC_20210817/459.tif,Post_event/S1_DESC_20210815/459.tif,Pre_event/S2_20210804/459.tif,Post_event/S2_20210814/459.tif,Annotations/459.tif
460,val,1926,6.952,15245,1139,0,0,17.78,13471,2856,57,0,6.952,15245,1139,0,0,17.78,13471,2856,57,0,Pre_event/S1_ASC_20210805/460.tif,Pre_event/S1_DESC_20210803/460.tif,Post_event/S1_ASC_20210817/460.tif,Post_event/S1_DESC_20210815/460.tif,Pre_event/S2_20210804/460.tif,Post_event/S2_20210814/460.tif,Annotations/460.tif
461,train,2865,10.638,14641,1743,0,0,10.175,14717,1610,57,0,10.638,14641,1743,0,0,10.175,14717,1610,57,0,Pre_event/S1_ASC_20210805/461.tif,Pre_event/S1_DESC_20210803/461.tif,Post_event/S1_ASC_20210817/461.tif,Post_event/S1_DESC_20210815/461.tif,Pre_event/S2_20210804/461.tif,Post_event/S2_20210814/461.tif,Annotations/461.tif
462,test,2887,9.888,14764,1620,0,0,8.813,14940,1441,3,0,9.888,14764,1620,0,0,8.813,14940,1441,3,0,Pre_event/S1_ASC_20210805/462.tif,Pre_event/S1_DESC_20210803/462.tif,Post_event/S1_ASC_20210817/462.tif,Post_event/S1_DESC_20210815/462.tif,Pre_event/S2_20210804/462.tif,Post_event/S2_20210814/462.tif,Annotations/462.tif
463,train,2542,21.57,12850,3534,0,0,9.979,14749,1033,602,0,21.57,12850,3534,0,0,9.979,14749,1033,602,0,Pre_event/S1_ASC_20210805/463.tif,Pre_event/S1_DESC_20210803/463.tif,Post_event/S1_ASC_20210817/463.tif,Post_event/S1_DESC_20210815/463.tif,Pre_event/S2_20210804/463.tif,Post_event/S2_20210814/463.tif,Annotations/463.tif
464,test,2443,49.164,8329,8047,6,2,12.109,14400,1127,857,0,49.164,8329,8047,6,2,12.109,14400,1127,857,0,Pre_event/S1_ASC_20210805/464.tif,Pre_event/S1_DESC_20210803/464.tif,Post_event/S1_ASC_20210817/464.tif,Post_event/S1_DESC_20210815/464.tif,Pre_event/S2_20210804/464.tif,Post_event/S2_20210814/464.tif,Annotations/464.tif
465,train,2748,59.497,6636,9740,6,2,9.979,14749,890,745,0,59.497,6636,9740,6,2,9.979,14749,890,745,0,Pre_event/S1_ASC_20210805/465.tif,Pre_event/S1_DESC_20210803/465.tif,Post_event/S1_ASC_20210817/465.tif,Post_event/S1_DESC_20210815/465.tif,Pre_event/S2_20210804/465.tif,Post_event/S2_20210814/465.tif,Annotations/465.tif
466,val,1920,36.115,10467,5909,8,0,3.717,15775,85,524,0,36.115,10467,5909,8,0,3.717,15775,85,524,0,Pre_event/S1_ASC_20210805/466.tif,Pre_event/S1_DESC_20210803/466.tif,Post_event/S1_ASC_20210817/466.tif,Post_event/S1_DESC_20210815/466.tif,Pre_event/S2_20210804/466.tif,Post_event/S2_20210814/466.tif,Annotations/466.tif
467,train,1087,42.297,9454,6796,14,120,9.18,14880,1172,228,104,42.297,9454,6796,14,120,9.18,14880,1172,228,104,Pre_event/S1_ASC_20210805/467.tif,Pre_event/S1_DESC_20210803/467.tif,Post_event/S1_ASC_20210817/467.tif,Post_event/S1_DESC_20210815/467.tif,Pre_event/S2_20210804/467.tif,Post_event/S2_20210814/467.tif,Annotations/467.tif
468,train,551,41.022,9663,6595,6,120,9.21,14875,1176,229,104,41.022,9663,6595,6,120,9.21,14875,1176,229,104,Pre_event/S1_ASC_20210805/468.tif,Pre_event/S1_DESC_20210803/468.tif,Post_event/S1_ASC_20210817/468.tif,Post_event/S1_DESC_20210815/468.tif,Pre_event/S2_20210804/468.tif,Post_event/S2_20210814/468.tif,Annotations/468.tif
469,train,334,20.526,13021,3363,0,0,1.862,16079,230,75,0,20.526,13021,3363,0,0,1.862,16079,230,75,0,Pre_event/S1_ASC_20210805/469.tif,Pre_event/S1_DESC_20210803/469.tif,Post_event/S1_ASC_20210817/469.tif,Post_event/S1_DESC_20210815/469.tif,Pre_event/S2_20210804/469.tif,Post_event/S2_20210814/469.tif,Annotations/469.tif
470,train,238,12.701,14303,2081,0,0,1.086,16206,141,37,0,12.701,14303,2081,0,0,1.086,16206,141,37,0,Pre_event/S1_ASC_20210805/470.tif,Pre_event/S1_DESC_20210803/470.tif,Post_event/S1_ASC_20210817/470.tif,Post_event/S1_DESC_20210815/470.tif,Pre_event/S2_20210804/470.tif,Post_event/S2_20210814/470.tif,Annotations/470.tif
471,test,2168,14.734,13970,2414,0,0,2.991,15894,482,8,0,14.734,13970,2414,0,0,2.991,15894,482,8,0,Pre_event/S1_ASC_20210805/471.tif,Pre_event/S1_DESC_20210803/471.tif,Post_event/S1_ASC_20210817/471.tif,Post_event/S1_DESC_20210815/471.tif,Pre_event/S2_20210804/471.tif,Post_event/S2_20210814/471.tif,Annotations/471.tif
472,train,4430,22.498,12698,3686,0,0,5.481,15486,890,8,0,22.498,12698,3686,0,0,5.481,15486,890,8,0,Pre_event/S1_ASC_20210805/472.tif,Pre_event/S1_DESC_20210803/472.tif,Post_event/S1_ASC_20210817/472.tif,Post_event/S1_DESC_20210815/472.tif,Pre_event/S2_20210804/472.tif,Post_event/S2_20210814/472.tif,Annotations/472.tif
473,train,2964,9.418,14841,1534,9,0,5.707,15449,935,0,0,9.418,14841,1534,9,0,5.707,15449,935,0,0,Pre_event/S1_ASC_20210805/473.tif,Pre_event/S1_DESC_20210803/473.tif,Post_event/S1_ASC_20210817/473.tif,Post_event/S1_DESC_20210815/473.tif,Pre_event/S2_20210804/473.tif,Post_event/S2_20210814/473.tif,Annotations/473.tif
474,train,765,3.473,15815,560,9,0,3.546,15803,581,0,0,3.473,15815,560,9,0,3.546,15803,581,0,0,Pre_event/S1_ASC_20210805/474.tif,Pre_event/S1_DESC_20210803/474.tif,Post_event/S1_ASC_20210817/474.tif,Post_event/S1_DESC_20210815/474.tif,Pre_event/S2_20210804/474.tif,Post_event/S2_20210814/474.tif,Annotations/474.tif
475,train,334,1.978,16060,324,0,0,0.0,16384,0,0,0,1.978,16060,324,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/475.tif,Pre_event/S1_DESC_20210803/475.tif,Post_event/S1_ASC_20210817/475.tif,Post_event/S1_DESC_20210815/475.tif,Pre_event/S2_20210804/475.tif,Post_event/S2_20210814/475.tif,Annotations/475.tif
476,val,381,2.673,15946,438,0,0,1.599,16122,262,0,0,2.673,15946,438,0,0,1.599,16122,262,0,0,Pre_event/S1_ASC_20210805/476.tif,Pre_event/S1_DESC_20210803/476.tif,Post_event/S1_ASC_20210817/476.tif,Post_event/S1_DESC_20210815/476.tif,Pre_event/S2_20210804/476.tif,Post_event/S2_20210814/476.tif,Annotations/476.tif
477,train,105,3.21,15858,526,0,0,4.419,15660,724,0,0,3.21,15858,526,0,0,4.419,15660,724,0,0,Pre_event/S1_ASC_20210805/477.tif,Pre_event/S1_DESC_20210803/477.tif,Post_event/S1_ASC_20210817/477.tif,Post_event/S1_DESC_20210815/477.tif,Pre_event/S2_20210804/477.tif,Post_event/S2_20210814/477.tif,Annotations/477.tif
478,test,157,1.416,16152,232,0,0,3.021,15889,495,0,0,1.416,16152,232,0,0,3.021,15889,495,0,0,Pre_event/S1_ASC_20210805/478.tif,Pre_event/S1_DESC_20210803/478.tif,Post_event/S1_ASC_20210817/478.tif,Post_event/S1_DESC_20210815/478.tif,Pre_event/S2_20210804/478.tif,Post_event/S2_20210814/478.tif,Annotations/478.tif
479,test,261,5.951,15409,975,0,0,0.476,16306,78,0,0,5.951,15409,975,0,0,0.476,16306,78,0,0,Pre_event/S1_ASC_20210805/479.tif,Pre_event/S1_DESC_20210803/479.tif,Post_event/S1_ASC_20210817/479.tif,Post_event/S1_DESC_20210815/479.tif,Pre_event/S2_20210804/479.tif,Post_event/S2_20210814/479.tif,Annotations/479.tif
480,train,525,17.92,13448,2936,0,0,0.452,16310,74,0,0,17.92,13448,2936,0,0,0.452,16310,74,0,0,Pre_event/S1_ASC_20210805/480.tif,Pre_event/S1_DESC_20210803/480.tif,Post_event/S1_ASC_20210817/480.tif,Post_event/S1_DESC_20210815/480.tif,Pre_event/S2_20210804/480.tif,Post_event/S2_20210814/480.tif,Annotations/480.tif
481,test,800,17.633,13495,2889,0,0,0.177,16355,29,0,0,17.633,13495,2889,0,0,0.177,16355,29,0,0,Pre_event/S1_ASC_20210805/481.tif,Pre_event/S1_DESC_20210803/481.tif,Post_event/S1_ASC_20210817/481.tif,Post_event/S1_DESC_20210815/481.tif,Pre_event/S2_20210804/481.tif,Post_event/S2_20210814/481.tif,Annotations/481.tif
482,train,443,8.502,14991,1393,0,0,0.0,16384,0,0,0,8.502,14991,1393,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/482.tif,Pre_event/S1_DESC_20210803/482.tif,Post_event/S1_ASC_20210817/482.tif,Post_event/S1_DESC_20210815/482.tif,Pre_event/S2_20210804/482.tif,Post_event/S2_20210814/482.tif,Annotations/482.tif
483,test,322,9.039,14903,1457,24,0,11.566,14489,1821,74,0,9.039,14903,1457,24,0,11.566,14489,1821,74,0,Pre_event/S1_ASC_20210805/483.tif,Pre_event/S1_DESC_20210803/483.tif,Post_event/S1_ASC_20210817/483.tif,Post_event/S1_DESC_20210815/483.tif,Pre_event/S2_20210804/483.tif,Post_event/S2_20210814/483.tif,Annotations/483.tif
484,train,496,9.082,14896,1387,101,0,10.754,14622,1675,87,0,9.082,14896,1387,101,0,10.754,14622,1675,87,0,Pre_event/S1_ASC_20210805/484.tif,Pre_event/S1_DESC_20210803/484.tif,Post_event/S1_ASC_20210817/484.tif,Post_event/S1_DESC_20210815/484.tif,Pre_event/S2_20210804/484.tif,Post_event/S2_20210814/484.tif,Annotations/484.tif
485,train,205,1.129,16199,100,85,0,1.196,16188,183,13,0,1.129,16199,100,85,0,1.196,16188,183,13,0,Pre_event/S1_ASC_20210805/485.tif,Pre_event/S1_DESC_20210803/485.tif,Post_event/S1_ASC_20210817/485.tif,Post_event/S1_DESC_20210815/485.tif,Pre_event/S2_20210804/485.tif,Post_event/S2_20210814/485.tif,Annotations/485.tif
486,test,1190,0.983,16223,161,0,0,11.377,14520,1849,15,0,0.983,16223,161,0,0,11.377,14520,1849,15,0,Pre_event/S1_ASC_20210805/486.tif,Pre_event/S1_DESC_20210803/486.tif,Post_event/S1_ASC_20210817/486.tif,Post_event/S1_DESC_20210815/486.tif,Pre_event/S2_20210804/486.tif,Post_event/S2_20210814/486.tif,Annotations/486.tif
487,train,1214,0.983,16223,161,0,0,17.853,13459,2910,15,0,0.983,16223,161,0,0,17.853,13459,2910,15,0,Pre_event/S1_ASC_20210805/487.tif,Pre_event/S1_DESC_20210803/487.tif,Post_event/S1_ASC_20210817/487.tif,Post_event/S1_DESC_20210815/487.tif,Pre_event/S2_20210804/487.tif,Post_event/S2_20210814/487.tif,Annotations/487.tif
488,train,571,5.383,15502,882,0,0,9.18,14880,1482,15,7,5.383,15502,882,0,0,9.18,14880,1482,15,7,Pre_event/S1_ASC_20210805/488.tif,Pre_event/S1_DESC_20210803/488.tif,Post_event/S1_ASC_20210817/488.tif,Post_event/S1_DESC_20210815/488.tif,Pre_event/S2_20210804/488.tif,Post_event/S2_20210814/488.tif,Annotations/488.tif
489,train,733,9.357,14851,1533,0,0,8.759,14949,1400,28,7,9.357,14851,1533,0,0,8.759,14949,1400,28,7,Pre_event/S1_ASC_20210805/489.tif,Pre_event/S1_DESC_20210803/489.tif,Post_event/S1_ASC_20210817/489.tif,Post_event/S1_DESC_20210815/489.tif,Pre_event/S2_20210804/489.tif,Post_event/S2_20210814/489.tif,Annotations/489.tif
490,val,619,5.658,15457,849,78,0,14.935,13937,2434,13,0,5.658,15457,849,78,0,14.935,13937,2434,13,0,Pre_event/S1_ASC_20210805/490.tif,Pre_event/S1_DESC_20210803/490.tif,Post_event/S1_ASC_20210817/490.tif,Post_event/S1_DESC_20210815/490.tif,Pre_event/S2_20210804/490.tif,Post_event/S2_20210814/490.tif,Annotations/490.tif
491,train,1632,1.392,16156,124,104,0,32.812,11008,5376,0,0,1.392,16156,124,104,0,32.812,11008,5376,0,0,Pre_event/S1_ASC_20210805/491.tif,Pre_event/S1_DESC_20210803/491.tif,Post_event/S1_ASC_20210817/491.tif,Post_event/S1_DESC_20210815/491.tif,Pre_event/S2_20210804/491.tif,Post_event/S2_20210814/491.tif,Annotations/491.tif
492,val,2254,1.404,16154,204,26,0,27.814,11827,4551,6,0,1.404,16154,204,26,0,27.814,11827,4551,6,0,Pre_event/S1_ASC_20210805/492.tif,Pre_event/S1_DESC_20210803/492.tif,Post_event/S1_ASC_20210817/492.tif,Post_event/S1_DESC_20210815/492.tif,Pre_event/S2_20210804/492.tif,Post_event/S2_20210814/492.tif,Annotations/492.tif
493,train,3271,9.045,14902,1381,101,0,26.208,12090,4231,63,0,9.045,14902,1381,101,0,26.208,12090,4231,63,0,Pre_event/S1_ASC_20210805/493.tif,Pre_event/S1_DESC_20210803/493.tif,Post_event/S1_ASC_20210817/493.tif,Post_event/S1_DESC_20210815/493.tif,Pre_event/S2_20210804/493.tif,Post_event/S2_20210814/493.tif,Annotations/493.tif
494,train,4048,8.075,15061,1222,101,0,26.166,12097,4230,57,0,8.075,15061,1222,101,0,26.166,12097,4230,57,0,Pre_event/S1_ASC_20210805/494.tif,Pre_event/S1_DESC_20210803/494.tif,Post_event/S1_ASC_20210817/494.tif,Post_event/S1_DESC_20210815/494.tif,Pre_event/S2_20210804/494.tif,Post_event/S2_20210814/494.tif,Annotations/494.tif
495,test,3959,4.358,15670,714,0,0,14.685,13978,2153,253,0,4.358,15670,714,0,0,14.685,13978,2153,253,0,Pre_event/S1_ASC_20210805/495.tif,Pre_event/S1_DESC_20210803/495.tif,Post_event/S1_ASC_20210817/495.tif,Post_event/S1_DESC_20210815/495.tif,Pre_event/S2_20210804/495.tif,Post_event/S2_20210814/495.tif,Annotations/495.tif
496,train,2749,18.018,13432,2932,20,0,8.691,14960,918,506,0,18.018,13432,2932,20,0,8.691,14960,918,506,0,Pre_event/S1_ASC_20210805/496.tif,Pre_event/S1_DESC_20210803/496.tif,Post_event/S1_ASC_20210817/496.tif,Post_event/S1_DESC_20210815/496.tif,Pre_event/S2_20210804/496.tif,Post_event/S2_20210814/496.tif,Annotations/496.tif
