sample_id,left,bottom,right,top,transform_a,transform_e,spatial_group_id,spatial_group_size,split,bbox_wgs84
318,-74.09362101791294,18.429742749841935,-74.0821225822762,18.441241185478667,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.4297427498,-74.0821225823,18.4412411855"
319,-74.09362101791294,18.42399353202357,-74.0821225822762,18.4354919676603,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.4239935320,-74.0821225823,18.4354919677"
320,-74.09362101791294,18.41249509638684,-74.0821225822762,18.42399353202357,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0936210179,18.4124950964,-74.0821225823,18.4239935320"
321,-74.09362101791294,18.406745878568476,-74.0821225822762,18.418244314205207,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.4067458786,-74.0821225823,18.4182443142"
322,-74.09362101791294,18.40099666075011,-74.0821225822762,18.41249509638684,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.4009966608,-74.0821225823,18.4124950964"
323,-74.09362101791294,18.395247442931744,-74.0821225822762,18.406745878568476,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.3952474429,-74.0821225823,18.4067458786"
324,-74.09362101791294,18.389498225113382,-74.0821225822762,18.40099666075011,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0936210179,18.3894982251,-74.0821225823,18.4009966608"
325,-74.09362101791294,18.383749007295016,-74.0821225822762,18.395247442931748,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.3837490073,-74.0821225823,18.3952474429"
326,-74.09362101791294,18.37799978947665,-74.0821225822762,18.389498225113382,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.3779997895,-74.0821225823,18.3894982251"
327,-74.09362101791294,18.372250571658284,-74.0821225822762,18.383749007295016,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.3722505717,-74.0821225823,18.3837490073"
328,-74.09362101791294,18.36650135383992,-74.0821225822762,18.37799978947665,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.3665013538,-74.0821225823,18.3779997895"
329,-74.09362101791294,18.360752136021556,-74.0821225822762,18.372250571658288,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.3607521360,-74.0821225823,18.3722505717"
330,-74.09362101791294,18.35500291820319,-74.0821225822762,18.366501353839922,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.3550029182,-74.0821225823,18.3665013538"
331,-74.09362101791294,18.349253700384825,-74.0821225822762,18.360752136021556,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.3492537004,-74.0821225823,18.3607521360"
332,-74.09362101791294,18.34350448256646,-74.0821225822762,18.35500291820319,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.3435044826,-74.0821225823,18.3550029182"
333,-74.09362101791294,18.337755264748097,-74.0821225822762,18.34925370038483,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.3377552647,-74.0821225823,18.3492537004"
334,-74.09362101791294,18.33200604692973,-74.0821225822762,18.343504482566463,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.3320060469,-74.0821225823,18.3435044826"
335,-74.09362101791294,18.326256829111365,-74.0821225822762,18.337755264748097,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.3262568291,-74.0821225823,18.3377552647"
336,-74.09362101791294,18.320507611293,-74.0821225822762,18.33200604692973,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0936210179,18.3205076113,-74.0821225823,18.3320060469"
337,-74.08787180009458,18.49298414584395,-74.07637336445784,18.50448258148068,8.98315284120114e-05,-8.983152841195546e-05,7,9,val,"-74.0878718001,18.4929841458,-74.0763733645,18.5044825815"
338,-74.08787180009458,18.441241185478663,-74.07637336445784,18.452739621115395,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.4412411855,-74.0763733645,18.4527396211"
339,-74.08787180009458,18.4354919676603,-74.07637336445784,18.44699040329703,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0878718001,18.4354919677,-74.0763733645,18.4469904033"
340,-74.08787180009458,18.429742749841935,-74.07637336445784,18.441241185478667,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.4297427498,-74.0763733645,18.4412411855"
341,-74.08787180009458,18.42399353202357,-74.07637336445784,18.4354919676603,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.4239935320,-74.0763733645,18.4354919677"
342,-74.08787180009458,18.418244314205204,-74.07637336445784,18.429742749841935,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.4182443142,-74.0763733645,18.4297427498"
343,-74.08787180009458,18.41249509638684,-74.07637336445784,18.42399353202357,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0878718001,18.4124950964,-74.0763733645,18.4239935320"
344,-74.08787180009458,18.406745878568476,-74.07637336445784,18.418244314205207,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.4067458786,-74.0763733645,18.4182443142"
345,-74.08787180009458,18.40099666075011,-74.07637336445784,18.41249509638684,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.4009966608,-74.0763733645,18.4124950964"
346,-74.08787180009458,18.395247442931744,-74.07637336445784,18.406745878568476,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3952474429,-74.0763733645,18.4067458786"
347,-74.08787180009458,18.389498225113382,-74.07637336445784,18.40099666075011,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0878718001,18.3894982251,-74.0763733645,18.4009966608"
348,-74.08787180009458,18.383749007295016,-74.07637336445784,18.395247442931748,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3837490073,-74.0763733645,18.3952474429"
349,-74.08787180009458,18.37799978947665,-74.07637336445784,18.389498225113382,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3779997895,-74.0763733645,18.3894982251"
350,-74.08787180009458,18.372250571658284,-74.07637336445784,18.383749007295016,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3722505717,-74.0763733645,18.3837490073"
351,-74.08787180009458,18.36650135383992,-74.07637336445784,18.37799978947665,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3665013538,-74.0763733645,18.3779997895"
352,-74.08787180009458,18.360752136021556,-74.07637336445784,18.372250571658288,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3607521360,-74.0763733645,18.3722505717"
353,-74.08787180009458,18.35500291820319,-74.07637336445784,18.366501353839922,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3550029182,-74.0763733645,18.3665013538"
354,-74.08787180009458,18.349253700384825,-74.07637336445784,18.360752136021556,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3492537004,-74.0763733645,18.3607521360"
355,-74.08787180009458,18.34350448256646,-74.07637336445784,18.35500291820319,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3435044826,-74.0763733645,18.3550029182"
356,-74.08787180009458,18.337755264748097,-74.07637336445784,18.34925370038483,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3377552647,-74.0763733645,18.3492537004"
357,-74.08787180009458,18.33200604692973,-74.07637336445784,18.343504482566463,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3320060469,-74.0763733645,18.3435044826"
358,-74.08787180009458,18.326256829111365,-74.07637336445784,18.337755264748097,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3262568291,-74.0763733645,18.3377552647"
359,-74.08787180009458,18.320507611293,-74.07637336445784,18.33200604692973,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3205076113,-74.0763733645,18.3320060469"
360,-74.08787180009458,18.314758393474637,-74.07637336445784,18.32625682911137,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3147583935,-74.0763733645,18.3262568291"
361,-74.08787180009458,18.30900917565627,-74.07637336445784,18.320507611293003,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3090091757,-74.0763733645,18.3205076113"
362,-74.08787180009458,18.303259957837906,-74.07637336445784,18.314758393474637,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.3032599578,-74.0763733645,18.3147583935"
363,-74.08787180009458,18.291761522201178,-74.07637336445784,18.303259957837906,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0878718001,18.2917615222,-74.0763733645,18.3032599578"
364,-74.08787180009458,18.286012304382812,-74.07637336445784,18.297510740019543,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0878718001,18.2860123044,-74.0763733645,18.2975107400"
365,-74.08212258227621,18.44699040329703,-74.07062414663947,18.45848883893376,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.4469904033,-74.0706241466,18.4584888389"
366,-74.08212258227621,18.441241185478663,-74.07062414663947,18.452739621115395,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.4412411855,-74.0706241466,18.4527396211"
367,-74.08212258227621,18.4354919676603,-74.07062414663947,18.44699040329703,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0821225823,18.4354919677,-74.0706241466,18.4469904033"
368,-74.08212258227621,18.429742749841935,-74.07062414663947,18.441241185478667,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.4297427498,-74.0706241466,18.4412411855"
369,-74.08212258227621,18.42399353202357,-74.07062414663947,18.4354919676603,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.4239935320,-74.0706241466,18.4354919677"
370,-74.08212258227621,18.418244314205204,-74.07062414663947,18.429742749841935,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.4182443142,-74.0706241466,18.4297427498"
371,-74.08212258227621,18.41249509638684,-74.07062414663947,18.42399353202357,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0821225823,18.4124950964,-74.0706241466,18.4239935320"
372,-74.08212258227621,18.406745878568476,-74.07062414663947,18.418244314205207,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.4067458786,-74.0706241466,18.4182443142"
373,-74.08212258227621,18.40099666075011,-74.07062414663947,18.41249509638684,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.4009966608,-74.0706241466,18.4124950964"
374,-74.08212258227621,18.395247442931744,-74.07062414663947,18.406745878568476,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.3952474429,-74.0706241466,18.4067458786"
375,-74.08212258227621,18.389498225113382,-74.07062414663947,18.40099666075011,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0821225823,18.3894982251,-74.0706241466,18.4009966608"
376,-74.08212258227621,18.383749007295016,-74.07062414663947,18.395247442931748,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.3837490073,-74.0706241466,18.3952474429"
377,-74.08212258227621,18.37799978947665,-74.07062414663947,18.389498225113382,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.3779997895,-74.0706241466,18.3894982251"
378,-74.08212258227621,18.36650135383992,-74.07062414663947,18.37799978947665,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.3665013538,-74.0706241466,18.3779997895"
379,-74.08212258227621,18.360752136021556,-74.07062414663947,18.372250571658288,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.3607521360,-74.0706241466,18.3722505717"
380,-74.08212258227621,18.35500291820319,-74.07062414663947,18.366501353839922,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.3550029182,-74.0706241466,18.3665013538"
381,-74.08212258227621,18.349253700384825,-74.07062414663947,18.360752136021556,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.3492537004,-74.0706241466,18.3607521360"
382,-74.08212258227621,18.34350448256646,-74.07062414663947,18.35500291820319,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.3435044826,-74.0706241466,18.3550029182"
383,-74.08212258227621,18.33200604692973,-74.07062414663947,18.343504482566463,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.3320060469,-74.0706241466,18.3435044826"
384,-74.08212258227621,18.326256829111365,-74.07062414663947,18.337755264748097,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.3262568291,-74.0706241466,18.3377552647"
385,-74.08212258227621,18.320507611293,-74.07062414663947,18.33200604692973,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.3205076113,-74.0706241466,18.3320060469"
386,-74.08212258227621,18.314758393474637,-74.07062414663947,18.32625682911137,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.3147583935,-74.0706241466,18.3262568291"
387,-74.08212258227621,18.30900917565627,-74.07062414663947,18.320507611293003,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.3090091757,-74.0706241466,18.3205076113"
388,-74.08212258227621,18.303259957837906,-74.07062414663947,18.314758393474637,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.3032599578,-74.0706241466,18.3147583935"
389,-74.08212258227621,18.291761522201178,-74.07062414663947,18.303259957837906,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0821225823,18.2917615222,-74.0706241466,18.3032599578"
390,-74.08212258227621,18.286012304382812,-74.07062414663947,18.297510740019543,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0821225823,18.2860123044,-74.0706241466,18.2975107400"
391,-74.08212258227621,18.263015433109352,-74.07062414663947,18.274513868746084,8.98315284120114e-05,-8.983152841195546e-05,8,4,val,"-74.0821225823,18.2630154331,-74.0706241466,18.2745138687"
392,-74.08212258227621,18.257266215290986,-74.07062414663947,18.268764650927718,8.98315284120114e-05,-8.983152841195546e-05,8,4,val,"-74.0821225823,18.2572662153,-74.0706241466,18.2687646509"
393,-74.08212258227621,18.24576777965426,-74.07062414663947,18.257266215290986,8.98315284120114e-05,-8.983152841192748e-05,9,2,val,"-74.0821225823,18.2457677797,-74.0706241466,18.2572662153"
394,-74.08212258227621,18.240018561835893,-74.07062414663947,18.251516997472624,8.98315284120114e-05,-8.983152841195546e-05,9,2,val,"-74.0821225823,18.2400185618,-74.0706241466,18.2515169975"
395,-74.07637336445784,18.515981017117408,-74.06487492882111,18.52747945275414,8.983152841189951e-05,-8.983152841195546e-05,10,28,test,"-74.0763733645,18.5159810171,-74.0648749288,18.5274794528"
396,-74.07637336445784,18.510231799299042,-74.06487492882111,18.521730234935774,8.983152841189951e-05,-8.983152841195546e-05,10,28,test,"-74.0763733645,18.5102317993,-74.0648749288,18.5217302349"
397,-74.07637336445784,18.44699040329703,-74.06487492882111,18.45848883893376,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.4469904033,-74.0648749288,18.4584888389"
398,-74.07637336445784,18.441241185478663,-74.06487492882111,18.452739621115395,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.4412411855,-74.0648749288,18.4527396211"
399,-74.07637336445784,18.4354919676603,-74.06487492882111,18.44699040329703,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.0763733645,18.4354919677,-74.0648749288,18.4469904033"
400,-74.07637336445784,18.429742749841935,-74.06487492882111,18.441241185478667,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.4297427498,-74.0648749288,18.4412411855"
401,-74.07637336445784,18.42399353202357,-74.06487492882111,18.4354919676603,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.4239935320,-74.0648749288,18.4354919677"
402,-74.07637336445784,18.418244314205204,-74.06487492882111,18.429742749841935,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.4182443142,-74.0648749288,18.4297427498"
403,-74.07637336445784,18.41249509638684,-74.06487492882111,18.42399353202357,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.0763733645,18.4124950964,-74.0648749288,18.4239935320"
404,-74.07637336445784,18.406745878568476,-74.06487492882111,18.418244314205207,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.4067458786,-74.0648749288,18.4182443142"
405,-74.07637336445784,18.40099666075011,-74.06487492882111,18.41249509638684,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.4009966608,-74.0648749288,18.4124950964"
406,-74.07637336445784,18.395247442931744,-74.06487492882111,18.406745878568476,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3952474429,-74.0648749288,18.4067458786"
407,-74.07637336445784,18.389498225113382,-74.06487492882111,18.40099666075011,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.0763733645,18.3894982251,-74.0648749288,18.4009966608"
408,-74.07637336445784,18.383749007295016,-74.06487492882111,18.395247442931748,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3837490073,-74.0648749288,18.3952474429"
409,-74.07637336445784,18.37799978947665,-74.06487492882111,18.389498225113382,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3779997895,-74.0648749288,18.3894982251"
410,-74.07637336445784,18.372250571658284,-74.06487492882111,18.383749007295016,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3722505717,-74.0648749288,18.3837490073"
411,-74.07637336445784,18.36650135383992,-74.06487492882111,18.37799978947665,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3665013538,-74.0648749288,18.3779997895"
412,-74.07637336445784,18.360752136021556,-74.06487492882111,18.372250571658288,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3607521360,-74.0648749288,18.3722505717"
413,-74.07637336445784,18.35500291820319,-74.06487492882111,18.366501353839922,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3550029182,-74.0648749288,18.3665013538"
414,-74.07637336445784,18.349253700384825,-74.06487492882111,18.360752136021556,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3492537004,-74.0648749288,18.3607521360"
415,-74.07637336445784,18.34350448256646,-74.06487492882111,18.35500291820319,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3435044826,-74.0648749288,18.3550029182"
416,-74.07637336445784,18.337755264748097,-74.06487492882111,18.34925370038483,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3377552647,-74.0648749288,18.3492537004"
417,-74.07637336445784,18.33200604692973,-74.06487492882111,18.343504482566463,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3320060469,-74.0648749288,18.3435044826"
418,-74.07637336445784,18.326256829111365,-74.06487492882111,18.337755264748097,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3262568291,-74.0648749288,18.3377552647"
419,-74.07637336445784,18.320507611293,-74.06487492882111,18.33200604692973,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3205076113,-74.0648749288,18.3320060469"
420,-74.07637336445784,18.314758393474637,-74.06487492882111,18.32625682911137,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3147583935,-74.0648749288,18.3262568291"
421,-74.07637336445784,18.30900917565627,-74.06487492882111,18.320507611293003,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3090091757,-74.0648749288,18.3205076113"
422,-74.07637336445784,18.303259957837906,-74.06487492882111,18.314758393474637,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.3032599578,-74.0648749288,18.3147583935"
423,-74.07637336445784,18.291761522201178,-74.06487492882111,18.303259957837906,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.0763733645,18.2917615222,-74.0648749288,18.3032599578"
424,-74.07637336445784,18.286012304382812,-74.06487492882111,18.297510740019543,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0763733645,18.2860123044,-74.0648749288,18.2975107400"
425,-74.07637336445784,18.263015433109352,-74.06487492882111,18.274513868746084,8.983152841189951e-05,-8.983152841195546e-05,8,4,val,"-74.0763733645,18.2630154331,-74.0648749288,18.2745138687"
426,-74.07637336445784,18.257266215290986,-74.06487492882111,18.268764650927718,8.983152841189951e-05,-8.983152841195546e-05,8,4,val,"-74.0763733645,18.2572662153,-74.0648749288,18.2687646509"
427,-74.07062414663947,18.521730234935774,-74.05912571100275,18.533228670572505,8.983152841189951e-05,-8.983152841195546e-05,10,28,test,"-74.0706241466,18.5217302349,-74.0591257110,18.5332286706"
428,-74.07062414663947,18.515981017117408,-74.05912571100275,18.52747945275414,8.983152841189951e-05,-8.983152841195546e-05,10,28,test,"-74.0706241466,18.5159810171,-74.0591257110,18.5274794528"
429,-74.07062414663947,18.510231799299042,-74.05912571100275,18.521730234935774,8.983152841189951e-05,-8.983152841195546e-05,10,28,test,"-74.0706241466,18.5102317993,-74.0591257110,18.5217302349"
430,-74.07062414663947,18.4354919676603,-74.05912571100275,18.44699040329703,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.0706241466,18.4354919677,-74.0591257110,18.4469904033"
431,-74.07062414663947,18.429742749841935,-74.05912571100275,18.441241185478667,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.4297427498,-74.0591257110,18.4412411855"
432,-74.07062414663947,18.42399353202357,-74.05912571100275,18.4354919676603,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.4239935320,-74.0591257110,18.4354919677"
433,-74.07062414663947,18.418244314205204,-74.05912571100275,18.429742749841935,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.4182443142,-74.0591257110,18.4297427498"
434,-74.07062414663947,18.41249509638684,-74.05912571100275,18.42399353202357,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.0706241466,18.4124950964,-74.0591257110,18.4239935320"
435,-74.07062414663947,18.406745878568476,-74.05912571100275,18.418244314205207,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.4067458786,-74.0591257110,18.4182443142"
436,-74.07062414663947,18.40099666075011,-74.05912571100275,18.41249509638684,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.4009966608,-74.0591257110,18.4124950964"
437,-74.07062414663947,18.395247442931744,-74.05912571100275,18.406745878568476,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.3952474429,-74.0591257110,18.4067458786"
438,-74.07062414663947,18.389498225113382,-74.05912571100275,18.40099666075011,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.0706241466,18.3894982251,-74.0591257110,18.4009966608"
439,-74.07062414663947,18.383749007295016,-74.05912571100275,18.395247442931748,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.3837490073,-74.0591257110,18.3952474429"
440,-74.07062414663947,18.37799978947665,-74.05912571100275,18.389498225113382,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.3779997895,-74.0591257110,18.3894982251"
441,-74.07062414663947,18.372250571658284,-74.05912571100275,18.383749007295016,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.3722505717,-74.0591257110,18.3837490073"
442,-74.07062414663947,18.35500291820319,-74.05912571100275,18.366501353839922,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.3550029182,-74.0591257110,18.3665013538"
443,-74.07062414663947,18.349253700384825,-74.05912571100275,18.360752136021556,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.3492537004,-74.0591257110,18.3607521360"
444,-74.07062414663947,18.34350448256646,-74.05912571100275,18.35500291820319,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.3435044826,-74.0591257110,18.3550029182"
445,-74.07062414663947,18.337755264748097,-74.05912571100275,18.34925370038483,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.3377552647,-74.0591257110,18.3492537004"
446,-74.07062414663947,18.33200604692973,-74.05912571100275,18.343504482566463,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.3320060469,-74.0591257110,18.3435044826"
447,-74.07062414663947,18.326256829111365,-74.05912571100275,18.337755264748097,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.3262568291,-74.0591257110,18.3377552647"
448,-74.07062414663947,18.320507611293,-74.05912571100275,18.33200604692973,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.3205076113,-74.0591257110,18.3320060469"
449,-74.07062414663947,18.314758393474637,-74.05912571100275,18.32625682911137,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.3147583935,-74.0591257110,18.3262568291"
450,-74.07062414663947,18.29751074001954,-74.05912571100275,18.30900917565627,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.2975107400,-74.0591257110,18.3090091757"
451,-74.07062414663947,18.291761522201178,-74.05912571100275,18.303259957837906,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.0706241466,18.2917615222,-74.0591257110,18.3032599578"
452,-74.07062414663947,18.286012304382812,-74.05912571100275,18.297510740019543,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0706241466,18.2860123044,-74.0591257110,18.2975107400"
453,-74.06487492882111,18.515981017117408,-74.05337649318439,18.52747945275414,8.983152841189951e-05,-8.983152841195546e-05,10,28,test,"-74.0648749288,18.5159810171,-74.0533764932,18.5274794528"
454,-74.06487492882111,18.510231799299042,-74.05337649318439,18.521730234935774,8.983152841189951e-05,-8.983152841195546e-05,10,28,test,"-74.0648749288,18.5102317993,-74.0533764932,18.5217302349"
455,-74.06487492882111,18.464238056752123,-74.05337649318439,18.475736492388855,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0648749288,18.4642380568,-74.0533764932,18.4757364924"
456,-74.06487492882111,18.45848883893376,-74.05337649318439,18.469987274570492,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0648749288,18.4584888389,-74.0533764932,18.4699872746"
457,-74.06487492882111,18.452739621115395,-74.05337649318439,18.464238056752126,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0648749288,18.4527396211,-74.0533764932,18.4642380568"
458,-74.06487492882111,18.429742749841935,-74.05337649318439,18.441241185478667,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0648749288,18.4297427498,-74.0533764932,18.4412411855"
459,-74.06487492882111,18.42399353202357,-74.05337649318439,18.4354919676603,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0648749288,18.4239935320,-74.0533764932,18.4354919677"
